Polarity,Alignment.ID,Poor_peak_shape,Average.Rt.min.,Average.Mz,Metabolite.name,Metabolite,Adduct.type,Post.curation.result,Fill..,MS.MS.assigned,Reference.RT,Reference.m.z,Formula,Ontology,INCHIKEY,SMILES,Annotation.tag..VS1.0.,RT.matched,m.z.matched,MS.MS.matched,Comment,Manually.modified.for.quantification,Manually.modified.for.annotation,Isotope.tracking.parent.ID,Isotope.tracking.weight.number,RT.similarity,m.z.similarity,Simple.dot.product,Weighted.dot.product,Reverse.dot.product,Matched.peaks.count,Matched.peaks.percentage,Total.score,S.N.average,Spectrum.reference.file.name,MS1.isotopic.spectrum,MS.MS.spectrum,X1,X11,X12,X13,X14,X15,X16,X17,X19,X2,X4,X5,X6,X7,X8,X9,QC1,QC2,QC3,X1.1,X1.2,ppm
Pos,16665,,8.186,736.49445,PE 36:6|PE 16:1_20:5,PE 16:1_20:5,[M+H]+,null,0.95,TRUE,8.402,736.49121,C41H70NO8P,PE,WIHSZOXPODIZSW-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCC=CCC=CCC)COP(=O)(O)OCCN)CCCCCCCC=CCC=CCC=CCC,420,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,16665,0,0,0.98,0.06,0.16,0.69,3,1,1.48,368.33,QC2,736.48834:2386333 737.49301:1065622 738.49768:343286,75.46012:4091 79.41050:4029 81.07012:6361 86.09654:9566 92.19379:40913 93.06976:6629 93.33673:4839 95.08577:20841 97.10187:3890 104.10719:68981 107.08582:5437 109.10117:5665 121.10110:8292 131.08539:5722 135.11726:8386 137.47920:5362 144.13623:4207 163.24117:4393 168.50810:4779 184.07368:118948 200.59869:4724 237.22050:7152 271.67859:5240 311.25861:45844 371.70731:5240 595.47510:30399,9301666,7272527,18774395,16082901,5525339,14840385,6468023,3065836,18373612,17719399,6131047,4562271,10838062,5975560,4312751,3479540,17538717,17210087,17131435,10768608.06,5964628.537,4.39923784
Pos,16664,,8.552,736.49341,PE 36:6|PE 14:0_22:6,PE 14:0_22:6,[M+H]+,null,1,TRUE,8.671,736.49121,C41H70NO8P,PE,XQLJDXRKMXWECX-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCCN)CCCCCCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,16664,0,0,1,0.22,0.41,0.71,4,2,2.22,1323.53,QC1,736.49237:7736013 737.49704:3714894 738.50171:1761069,79.05428:22738 81.07004:29032 83.02990:4104 83.08567:7175 85.10145:7884 86.09634:5369 91.05431:34719 92.19410:40107 93.06983:27405 95.08573:37480 104.10708:27148 105.07024:16903 107.08583:8336 109.10125:19424 117.07010:11699 119.08572:11183 121.10121:8279 131.08572:11252 133.10120:10518 145.10165:5641 147.11716:4879 157.10156:5787 159.11771:5581 184.07419:62844 211.20520:11066 285.24252:9571 309.24368:10944 311.25784:9238 345.98505:5138 392.07843:4988 497.85394:5256 595.47430:118627,19900571,17056007,37366534,42987509,13290334,54892670,34589410,13200026,43357053,34085074,32153680,19479880,38574936,24777803,13163253,14043871,38022230,44873704,40146710,30313750.31,12975618.04,2.987136805
Pos,17569,,12.601,756.55688,PE 37:3|PE 18:0_19:3,PE 18:0_19:3,[M+H]+,null,0.58,TRUE,10.461,756.55377,C42H78NO8P,PE,DGJLCEKUOUIZMG-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCCCC=CCC=CCC=CCC)COP(=O)(O)OCCN)CCCCCCCCCCCCCCCC,420,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,17569,0,0,0.99,0.14,0.26,0.69,4,1,1.52,4550.42,QC1,756.55585:34517716 757.56051:16300301 758.56518:4954318,79.05428:99727 81.07003:221730 83.08576:136260 85.10126:146946 86.09648:91585 91.05418:28254 92.19144:52380 92.19776:85890 93.07011:207857 95.04961:18513 95.08572:341463 97.06487:24225 97.10137:130565 97.92136:16052 98.13850:15248 104.38676:15336 105.06991:66198 107.08572:166161 109.10137:198646 111.11702:73677 119.08580:17731 121.10133:177965 123.11703:104363 124.16849:16540 131.08589:19895 135.11700:103505 137.13254:63043 145.10175:21724 146.98199:383893 149.13269:36654 159.11636:19729 173.13338:31808 184.07399:32975 187.14804:26868 191.17943:141578 195.71426:18061 205.19537:64176 253.25230:27298 257.22668:68171 271.24176:28821 318.28079:28052 327.29050:579485 332.29596:15449 341.30573:724248 395.31461:32202 551.50360:92450 573.47540:59285 573.55225:56322 615.53613:880182 697.52814:25314,164598048,180597664,355688256,473679360,147029616,367380952,267518112,108243512,404619851,361690637,239657573,143019355,291515145,216984439,119312872,113421069,469842505,491601075,492414513,237825645.5,155940374.6,4.110745493
Pos,17459,,10.699,754.54059,PE 37:4|PE 18:1_19:3,PE 18:1_19:3,[M+H]+,null,1,TRUE,9.485,754.53809,C42H76NO8P,PE,QBJNJVMMVHJZGO-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCCC=CCC=CCC=CCC)COP(=O)(O)OCCN)CCCCCCCC=CCCCCCCCC,420,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,17459,0,0,0.99,0.13,0.24,0.73,4,1,1.53,2986.69,QC3,754.53986:31244584 755.54452:14113101 756.54919:3543868,79.05442:123691 81.07005:234429 83.08568:107845 85.06491:17021 85.10134:20332 86.09659:130509 88.11226:166671 89.11559:72352 91.05436:58422 91.86660:10786 92.19221:27273 92.19809:25934 93.07006:208322 95.04929:12625 95.08570:257837 97.06491:58228 97.10142:112814 105.06992:48699 107.08576:163649 109.10150:151004 111.11696:57363 117.06997:16488 119.08577:28960 121.10139:197821 123.08100:11906 123.11702:63441 131.08571:28823 133.10138:16313 135.11702:168077 137.13268:22589 145.10187:17530 146.98203:402712 147.11658:15244 149.13280:92742 151.14861:16279 159.11702:57533 163.14844:27833 173.13281:17899 184.07361:277868 191.17970:64155 194.37505:12168 194.98671:12765 205.19574:20510 247.24200:18365 251.23837:28237 257.22641:15814 265.25232:58673 271.24292:27789 318.27933:22416 325.27466:455292 327.29022:23968 332.29681:26612 339.29047:549741 379.28604:20075 393.30127:24096 493.89789:14957 549.49219:105038 571.47131:238672 579.13098:12172 613.52039:775292 695.46167:57360 754.53259:21621,127660456,133620968,263516496,389706257,113570315,301987424,195321829,85290624,330796256,260559136,169048730,124475288,253730814,160266560,101661952,79519048,314030447,303050470,322016458,174234833.6,113731000.7,3.31328535
Pos,17460,,11.165,754.54059,PE 37:4|PE 17:0_20:4,PE 17:0_20:4,[M+H]+,null,1,TRUE,9.783,754.53809,C42H76NO8P,PE,CKWQBCHPEQMNNL-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCCN)CCCCCCCCCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,17460,0,0,0.98,0.1,0.21,0.7,4,2,2.14,6405.9,QC3,754.54077:52859280 755.54544:25200102 756.55011:6363408,79.05425:98370 81.07000:217704 83.04945:12015 83.08578:129605 85.06480:13497 85.10136:134650 86.09657:160830 87.09971:11400 91.05443:184543 92.19528:94033 93.07007:123928 95.04906:9564 95.08567:262821 97.06482:18926 97.10154:115530 98.98414:13426 100.30418:10207 104.10741:14816 105.07001:125891 105.11095:8439 107.08576:63213 109.10143:172227 111.11700:24337 117.06992:51103 119.08588:155311 121.10133:81950 123.11716:87782 125.00002:85800 129.07030:18034 129.19196:9817 131.08562:69692 133.10143:149550 135.11670:23589 137.13274:19536 145.10091:18858 146.98253:11916 147.11650:71896 151.14859:19964 157.10117:23127 161.13301:40944 171.11674:50370 175.14871:14082 184.07372:2536970 185.07724:339638 185.13254:22471 187.14818:18468 203.18002:186387 210.25633:8711 227.18095:11675 231.32576:10219 231.90698:10884 253.25230:62687 260.76825:11174 269.22623:41114 287.23819:11284 296.29535:17278 325.27380:14167 327.29022:1079956 330.27869:100054 361.27585:19845 381.30045:78432 613.52051:774707 754.61627:13308,241688883,245477248,402191970,445519121,217057158,462250368,320737651,179693145,439424538,402522648,277424722,260103318,351359381,313079011,161009680,229590498,566564280,566030235,543009280,321857513.2,148134979.5,3.31328535
Pos,17374,,9.563,752.52472,PE 37:5|PE 17:1_20:4,PE 17:1_20:4,[M+H]+,null,1,TRUE,9,752.52252,C42H74NO8P,PE,FTVHSCHLVOYFRH-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCCN)CCCCCCCC=CCCCCCCC,420,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,17374,0,0,1,0.14,0.27,0.68,4,1,1.52,11457.09,QC2,752.52380:42377996 753.52847:20116602 754.53314:6048757,79.05441:144195 81.06997:270619 83.08544:145156 86.09631:43164 91.05434:230490 92.19180:34116 92.19709:80375 93.06997:164732 95.08578:366532 97.06466:29693 97.10110:91090 105.07001:146034 107.08564:92175 109.10125:150081 111.11678:36212 117.07033:27491 119.08552:209945 121.10132:192296 123.11684:35558 131.08582:87437 133.10133:98594 135.11720:189049 137.13295:31025 143.08562:20908 145.10144:24057 146.98201:39586 147.11710:83918 149.13277:83982 151.14905:21445 157.10129:20148 159.11749:19754 161.13322:16069 163.14821:21707 177.16347:27333 184.07358:534260 185.13307:19317 201.16223:25347 203.17998:214906 211.76224:18362 233.22789:31968 251.23721:134439 265.50638:22012 325.27438:1076300 330.28085:74464 361.27353:27380 379.28561:70061 569.45819:67538 611.50446:855019 656.07800:23816,138258246,142214048,293186976,325309024,120298241,317836373,183194671,76667589,341743900,286056778,157278516,124807078,237739846,167217576,91816778,112731825,426174350,408846728,400830422,219998423.4,116646781.1,2.923500549
Pos,17302,,8.689,750.50867,PE 37:6|PE 17:1_20:5,PE 17:1_20:5,[M+H]+,null,1,TRUE,9.12,750.50677,C42H72NO8P,PE,ZCCDICVUABCLQJ-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCCN)CCCCCCCC=CCCCCCCC,420,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,17302,0,0,1,0.12,0.26,0.69,4,1,1.52,376.07,QC2,750.50671:4864322 751.51138:2113020 752.51605:767214,79.05422:10246 80.17407:4236 81.07004:29321 83.08554:25058 86.09643:11048 88.11228:109513 91.05419:25876 92.19530:34302 93.07017:28202 95.08567:39268 96.17641:4645 97.10115:5961 105.06986:19785 107.08535:11872 109.10112:18531 117.06976:6637 119.08566:19021 121.10120:28582 129.07002:5335 131.08585:21575 132.31541:4982 133.10164:8591 135.11693:23885 145.10172:8360 146.98210:5345 147.11748:7539 149.13251:6184 149.41869:4617 157.10130:6166 184.07387:55488 201.16373:7795 203.18066:5138 251.23888:14064 303.62900:5664 307.73849:4863 323.25870:10012 325.27448:102645 328.26404:6894 338.86038:5709 567.43951:28906 609.48950:108142 699.24341:5403,22693826,19790324,42989465,51329650,17409389,42783513,21230690,11812813,53759190,38059376,22266378,15212059,35930788,20107040,12705292,12958765,43763194,43868166,50208082,27940350.37,16008876.23,2.531622733
Pos,18375,,14.839,772.58759,PE 38:2|PE 18:0_20:2,PE 18:0_20:2,[M+H]+,null,0.53,TRUE,11.154,772.58508,C43H82NO8P,PE,WYDGEVICLIVPEG-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCCCC=CCC=CCCCCC)COP(=O)(O)OCCN)CCCCCCCCCCCCCCCCC,420,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,18375,0,0,1,0.19,0.34,0.69,4,1,1.55,359.06,QC3,772.58624:3390146 773.59091:1481568 774.59558:834619,79.05424:5103 81.03828:4521 81.07017:55251 83.08552:28587 85.10118:22636 86.09686:8732 86.40552:5380 89.31069:4523 91.05460:7385 92.19303:32322 95.08578:80117 97.10122:35554 107.08541:5675 109.10143:48924 111.11700:12052 121.10178:8578 123.11681:27537 125.00116:5038 133.10118:5445 135.11693:21763 137.13341:17250 137.29669:4691 150.63942:5216 161.13280:22063 175.14789:5704 184.07362:154029 206.83875:5322 207.21094:6232 229.26167:5450 267.26837:7377 273.25702:19819 289.29031:5020 334.31091:22278 341.30551:245007 395.31607:7762 423.85660:5706 590.66754:5135 631.56787:241227,13557548,5847222,31251172,26972613,5135180,17998096,7290535,3028274,31618388,16393306,5953531,4069392,13216480,5829058,4764868,2936521,32269354,30580711,31147537,13840410.35,12592364.2,3.248833125
Pos,18287,,13.544,770.57184,PE 38:3|PE 18:0_20:3,PE 18:0_20:3,[M+H]+,null,0.58,TRUE,10.549,770.5694,C43H80NO8P,PE,MSYFXMJDQLPRGO-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCCCC=CCC=CCC=CCC)COP(=O)(O)OCCN)CCCCCCCCCCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,18287,0,0,0.99,0.16,0.29,0.71,4,2,2.18,22964.7,QC3,770.57196:181903136 771.57663:85796464 772.58130:23331706,79.05437:732107 81.07002:1651788 83.08571:959886 85.06487:124146 85.10146:1322419 88.37923:98615 91.05412:467149 92.19516:746215 93.07014:1394127 95.04886:115429 95.08583:2306992 97.06498:219340 97.10149:1122403 99.11721:110370 105.06997:405800 107.08549:892756 109.10150:1122515 111.11697:706909 117.07043:119541 117.20948:94945 119.08570:232882 121.10128:1104538 123.08044:125079 123.11707:1077661 125.13200:110601 131.08580:546992 133.10176:210590 135.11722:749486 137.13304:424423 145.10155:417141 149.13307:146562 151.14836:150273 159.11664:358740 173.13278:211847 184.07394:149145 195.74088:101139 205.19583:932841 247.24258:110516 267.26813:570965 271.24225:647621 289.25098:149688 310.31238:170524 332.29492:632343 339.28839:92836 341.30597:10175143 363.28781:199280 390.90948:96216 395.31580:604871 544.34839:102810 626.63354:118096 626.75116:110367 629.55139:6561890 748.38220:126271,741412608,612944512,1643143296,1939944960,460832224,1493687936,792283392,285566316,1706497920,1564321408,753664896,459684512,1094614400,622505471,404096512,249583968,1819871344,1831601577,1754381827,656676181.1,549984230.5,3.166489611
Pos,18176,,12.079,768.5556,PE 38:4|PE 18:0_20:4,PE 18:0_20:4,[M+H]+,null,1,TRUE,10.325,768.55377,C43H78NO8P,PE,YEHAZLUVAZKVRO-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCCN)CCCCCCCCCCCCCCCCC,420,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,18176,0,0,1,0.15,0.3,0.69,4,1,1.54,12366.78,QC2,768.55487:100545288 769.55954:47740212 770.56421:12708957,79.05443:301140 81.06548:35032 81.06999:643508 83.04900:28642 83.08563:335566 85.06481:46266 85.10129:423115 91.05434:496481 92.19301:125715 93.07010:342664 95.04967:32026 95.08565:949420 97.06503:132466 97.10135:308882 99.11659:30207 105.07011:383480 107.08559:195612 109.10151:448738 111.11685:192475 117.07024:233643 119.08575:621387 121.10100:230032 123.08057:35498 123.11691:280792 125.13261:39368 129.06972:46036 131.08591:194394 133.10129:391392 135.11711:64557 137.13237:121689 145.10124:178758 147.11707:175465 149.13266:37673 157.10121:58099 159.11711:103179 161.13272:170463 165.16348:35157 171.11699:120288 175.14798:35708 184.07388:50288 185.13258:101434 187.14966:28543 189.16351:46092 199.14777:35555 203.17964:482898 206.53819:29687 258.34195:29064 267.26859:138989 269.22678:152506 285.27817:46565 310.31134:117019 330.27957:285668 339.29260:38883 341.30566:3386081 357.01755:30510 357.71588:25336 358.92410:27113 361.27545:31541 395.31619:203257 531.74139:30338 627.53577:2625484,592301696,502023338,947035180,826462814,437919584,874226613,539723541,341736812,884705437,855317334,529160067,471308580,617699264,525668707,376912640,357359377,1051372552,1021628060,1046169388,615977925.5,309856595.3,2.3810956
Pos,18180,,11.541,768.5567,PE 38:4|PE 18:1_20:3a,PE 18:1_20:3,[M+H]+,null,1,TRUE,9.738,768.55377,C43H78NO8P,PE,FHPKJOCRZAXOEW-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCCCC=CCC=CCC=CCC)COP(=O)(O)OCCN)CCCCCCCC=CCCCCCCCC,420,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,18180,0,0,1,0.16,0.29,0.69,4,1,1.53,11595.18,QC1,768.55524:98985520 769.55990:50527712 770.56457:12490090,79.05434:492345 81.06992:989407 83.08571:565129 83.11537:47154 85.06491:90705 85.10138:130923 91.05424:234560 92.19501:526070 93.07001:1090770 95.08570:1287101 97.06502:203948 97.10120:545314 100.58837:61222 105.07018:98879 107.08577:668407 109.10153:665261 111.11703:289443 117.07065:64652 119.08593:88714 121.10143:706771 123.11732:421426 131.08635:207042 133.84999:52267 135.11693:788578 137.09700:54309 137.13275:99671 139.11197:54317 145.10178:59308 146.98241:98229 149.13283:325091 159.11731:249882 163.14893:80585 184.07378:1221314 187.14925:60737 205.19559:478703 247.24306:211808 265.25339:451363 271.24216:345173 289.64612:56334 332.29492:427376 337.27475:74855 339.29013:4882404 387.49167:65985 393.30023:132159 416.70444:61570 585.49060:75598 627.53607:3611622 628.37854:58618,583093888,458682858,1206508121,1491816530,390630763,1074693120,551178042,243381696,1287820466,1044381248,536774363,333353801,923190592,412653696,350935871,222322288,1095046428,1080468865,1156588864,652496025.7,425029689.3,3.81235525
Pos,18079,,10.282,766.53986,PE 38:5|PE 18:1_20:4,PE 18:1_20:4,[M+H]+,null,1,TRUE,9.344,766.53809,C43H76NO8P,PE,ZYMZKMQPPJPQHY-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCCN)CCCCCCCC=CCCCCCCCC,420,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,18079,0,0,1,0.15,0.28,0.68,4,1,1.53,26462.46,QC1,766.53943:290926592 767.54410:140533408 768.54876:37419704,79.05421:1160606 81.06998:3457238 83.08569:2103961 85.06541:187925 85.10115:293286 91.05437:2491272 92.19640:2216182 93.07014:2190100 95.04961:173802 95.08563:3788970 97.06500:254451 97.10117:1518047 105.06995:1583926 107.08583:1694840 109.10123:1857629 111.08096:184210 111.11706:885034 114.44373:171333 117.06970:1017775 119.08579:2733235 121.10128:1811058 123.08028:211466 123.11712:671240 131.08588:765515 133.10126:1336040 135.11693:1756590 137.13281:344818 143.08549:271117 145.10141:555237 147.11694:592919 149.13301:906154 151.14964:180784 153.12685:200206 157.10161:583724 161.13322:237150 163.14856:232828 171.11729:765481 175.14873:209307 184.07382:225672 185.13315:554995 189.16467:206697 201.16367:200006 203.17981:2239150 213.16315:194277 247.24208:609543 262.60483:146975 265.25284:1885688 269.22681:665558 308.29385:251422 330.28000:1243972 337.27606:248782 339.28998:13369580 361.27527:634875 393.29910:671270 625.52008:10677489 643.16931:159401 668.95245:185045 696.34735:169288,1693354240,1390503605,2536214497,2466889968,1234493439,2409868544,1369119707,915227648,2572570112,2317480192,1434983770,1171206346,1997636052,1305258397,1087700687,979476448,2665300857,2619802511,2633116998,1594955138,682744763.2,2.309082905
Pos,17987,,9.869,764.52509,PE 38:6|PE 16:0_22:6,PE 16:0_22:6,[M+H]+,null,1,TRUE,9.113,764.52252,C43H74NO8P,PE,VHHWPJFJXPSEDR-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCCN)CCCCCCCC=CCCCCCC,420,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,17987,0,0,0.99,0.25,0.48,0.69,4,1,1.59,1317955,QC3,764.52441:27974242 765.52908:14379864 766.53375:6000722,79.05439:140011 81.06999:166690 83.08565:93146 85.10122:89196 88.96284:9116 91.05440:161542 92.19149:10519 92.19636:58494 93.07024:135161 95.04918:14637 95.08566:244891 97.10126:63496 102.12791:76961 105.07014:112502 107.08569:59408 109.06482:13787 109.10141:125100 111.11675:14271 112.83635:10323 117.07053:90493 119.08585:118878 121.10133:57644 123.11705:54950 129.07028:19871 131.08585:96301 133.10175:95575 135.08083:12647 135.11716:11548 137.13243:11254 138.63676:10311 141.06982:12088 143.08574:49117 145.10104:83031 147.11769:17757 148.94217:10224 155.08644:10209 157.10158:25310 159.11703:50460 161.13261:22848 167.53862:10240 169.10141:20255 171.11737:20606 173.13301:24852 184.07373:20116 185.13342:14573 195.00340:51908 197.13446:10339 201.16393:39036 225.10649:11666 239.23752:91863 241.03775:10509 263.45142:11087 282.27927:17146 313.27463:115236 354.28024:47257 385.27371:41825 623.50470:1001772,79551945,87063499,180415747,216743125,62171727,254376198,173948526,56564139,196064477,157076032,156918559,98207745,162781656,122946824,54401392,77358319,248288474,255660219,242566936,143215861.7,77000987.97,3.361575274
Pos,17893,,8.594,762.50879,PE 38:7|PE 16:1_22:6,PE 16:1_22:6,[M+H]+,null,1,TRUE,8.621,762.50677,C43H72NO8P,PE,PMUXXFUNXMXIFC-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCCN)CCCCCCCC=CCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,17893,0,0,1,0.25,0.46,0.7,4,2,2.24,85764.02,QC1,762.50818:283823264 763.51285:129797472 764.51751:37148100,79.05456:563755 81.07003:1215824 83.08557:577806 91.04911:73229 91.05399:582741 92.19517:715875 93.06994:813229 95.04875:81756 95.08568:1122912 97.06523:84100 97.10139:346436 105.07005:511274 107.08559:563102 109.10113:421942 111.08083:95669 111.11661:86939 117.06995:510274 119.08566:530438 121.10128:691645 122.64798:73112 123.11686:136369 123.45350:78102 129.07005:191280 131.08603:639379 131.44533:74785 133.10168:190416 135.11707:610574 137.13286:88043 143.08531:125972 145.10155:476090 147.11612:95489 149.13300:198048 157.30423:84526 159.11726:168924 161.13255:87850 169.10248:85289 171.11847:110168 173.13330:103901 183.11781:107792 184.07411:121844 185.13380:103302 199.14780:90225 201.16481:84152 219.21120:193184 237.22173:345194 280.26633:89679 289.28461:95802 289.31842:79492 311.25839:459392 354.28183:139555 385.27289:99911 427.81635:89469 443.16107:93241 621.48981:4420811,845907131,770290665,1632921470,1889519225,614418394,2138921165,1215139313,516409867,1903946913,1438568323,1152302441,754352937,1438151111,894691842,625275671,558210414,1739761979,1781415483,1826756713,1249313740,541928776.1,2.649156807
Pos,19716,,15.026,798.59882,PE 40:3|PE 18:0_22:3,PE 18:0_22:3,[M+H]+,null,0.74,TRUE,11.695,798.60071,C45H84NO8P,PE,XWXDZCMYTJSATJ-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCCCCCCCCCCCCC=CCC=CCC=CCCCCCCC)COP(=O)(O)OCCN)CCCCC,420,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,19716,0,0,0.99,0.23,0.45,0.68,4,1,1.58,139.29,QC3,798.59882:910103 799.60348:380729 800.60815:100194,81.07030:7446 91.64559:4468 92.19363:23079 95.08556:5756 109.10164:5134 162.41185:5485 184.07347:67415 209.43390:5153 303.37857:5365 356.49817:5302 657.58362:49555,4679480,3090354,10960676,11711320,2377596,8056040,4137212,2141988,11692932,7551480,3922405,2646283,5346150,3664154,2404774,1805907,13785116,12558740,13856181,4136742.603,4454725.478,2.366639519
Pos,19505,,11.412,794.57117,PE 40:5|PE 18:1_22:4,PE 18:1_22:4,[M+H]+,null,0.53,TRUE,9.819,794.5694,C45H80NO8P,PE,FYSNFSXQLYXNMN-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCCN)CCCCCCCC=CCCCCCCCC,420,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,19505,0,0,0.98,0.09,0.23,0.69,4,1,1.5,1129.14,QC1,794.57251:6317593 795.57718:2277542 796.58185:1923315,76.49238:4725 79.05428:9117 81.07013:43035 83.08552:30973 85.10097:5270 86.09657:101907 91.05435:27401 92.19233:21960 92.19833:15273 93.06995:26593 94.71864:4830 95.08566:47488 97.10124:10873 99.08064:6095 103.96544:5282 104.10700:12637 105.07001:22265 107.08544:10155 109.10149:30218 111.11671:10026 119.08584:31865 121.10143:33457 123.11685:10685 125.00014:39245 131.08612:7122 133.10150:10406 135.11694:31411 145.10106:8571 146.98224:74021 147.11818:5910 149.13226:8487 184.07372:1277995 196.68669:5759 203.18022:6541 208.66301:5183 212.96385:5303 253.43810:5008 265.25244:19940 337.55511:6130 339.28915:8487 358.31079:9727 389.02448:6696 410.99905:5175 518.13000:7356 589.52045:10879 611.50336:46576 653.55127:213755,77924704,74540408,107474416,108974624,73068616,98963664,78574040,56897840,107908952,96144456,79523728,73977528,99566656,71468992,67951800,71316664,47481144,41158277,44040048,33140728.13,14498982.83,2.227621653
Pos,19508,,11.864,794.57135,PE 40:5|PE 20:1_20:4,PE 20:1_20:4,[M+H]+,null,0.63,TRUE,9.835,794.5694,C45H80NO8P,PE,DVFTWBPPIMYUEN-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCCN)CCCCCCCCCC=CCCCCCCCC,420,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,19508,0,0,0.99,0.09,0.21,0.69,4,1,1.5,583.32,QC3,794.57104:1748268 795.57571:1449877 796.58038:0,79.05417:9668 81.06989:22795 83.08569:7365 83.33365:4398 86.09635:5556 91.05428:22927 92.19169:12544 92.19786:21714 93.06996:10446 95.08579:10742 97.10136:10555 105.07039:6596 107.08551:7030 109.10125:8480 111.11717:7043 119.08592:7664 121.10131:9123 123.11696:5538 133.10057:6237 174.72273:5004 184.07378:324561 203.17929:7649 240.19524:4790 247.20482:4881 293.28458:5681 330.28284:5932 359.68661:4949 367.32156:70792 653.55328:67238 794.54285:6103,17299146,14019833,28421798,28582636,12648913,23785820,12696136,10179923,28156484,27258848,13954633,11831457,19114770,12706890,11438338,9137975,16874914,15650257,21268762,9909618.495,7451756.358,2.454159448
