Polarity,Peak_shape,Alignment.ID,Average.Rt.min.,Average.Mz,Metabolite.name,Metabolite,Adduct.type,Post.curation.result,Fill..,MS.MS.assigned,Reference.RT,Reference.m.z,Formula,Ontology,INCHIKEY,SMILES,Annotation.tag..VS1.0.,RT.matched,m.z.matched,MS.MS.matched,Comment,Manually.modified.for.quantification,Manually.modified.for.annotation,Isotope.tracking.parent.ID,Isotope.tracking.weight.number,RT.similarity,m.z.similarity,Simple.dot.product,Weighted.dot.product,Reverse.dot.product,Matched.peaks.count,Matched.peaks.percentage,Total.score,S.N.average,Spectrum.reference.file.name,MS1.isotopic.spectrum,MS.MS.spectrum,QC.low_MSMS_pos2,XY.pos_1,XY.pos_10,XY.pos_11,XY.pos_12,XY.pos_13,XY.pos_14,XY.pos_15,XY.pos_16,XY.pos_17,XY.pos_19,XY.pos_2,XY.pos_3,XY.pos_4,XY.pos_5,XY.pos_6,XY.pos_7,XY.pos_8,XY.pos_9,X1,X1.1,ppm
Pos,No,24602,10.194,758.56732,PC 34:2|PC 16:0_18:2,PC 16:0_18:2,[M+H]+,null,0.68,TRUE,9.15,758.5694,C42H80NO8P,PC,RXPVDHQFHIMZPN-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCC=CCCCCCCC,530,FALSE,TRUE,FALSE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,24602,0,0,0.99,0.06,0.05,0.35,4,1,1.31,1647.33,QC-low_MSMS_pos2,758.56732:30912542 759.57199:16131733 760.57666:3293494,82.28131:2968 82.48062:3287 87.04432:5290 88.11226:8223 94.36642:3158 94.52985:3082 94.66570:3864 95.30034:3182 100.08820:3680 102.12762:7903 109.52756:6588 109.55895:4922 109.76482:4686 109.89348:3952 109.90064:3208 116.58980:3823 125.60045:3660 128.52885:3915 128.56851:5365 150.95641:3725 152.99178:5704 153.04420:5115 184.07335:28554 185.08275:4193 185.13194:4024 185.16667:7482 185.23676:5864 185.68089:4121 185.75699:4616 197.13734:4323 228.45897:5812 228.67102:5726 228.76418:4802 229.17674:4817 229.28148:5379 289.08725:5519 289.22046:5438 289.35141:3887 289.52325:6005 290.10532:7713 295.83017:3919 349.53760:4551 377.48569:7375 377.68460:6210 378.06927:3732 378.95605:4191 379.00388:6434 388.33160:5640 388.37756:6595 513.94440:7710 514.26465:6189 515.96674:5645 527.58618:4430 586.53821:5101 628.56842:4493 739.81696:8807 741.04150:5223 742.70099:4617 743.30884:5235,467900868,33188914,10677697,29513034,24085901,618628902,475596098,525072253,484922842,6225668628,507094841,21597965,42359876,24349467,21114222,27617049,30334126,48016226,33884013,5.08E+08,1403627058,2.742003566
Pos,No,25257,10.646,772.58246,PC 35:2|PC 17:0_18:2,PC 17:0_18:2,[M+H]+,null,0.68,TRUE,9.456,772.58508,C43H82NO8P,PC,HJLYXMFZEJDPNP-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCCCCCCCCCCCC=CCC=CCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C)CCCC,530,FALSE,TRUE,FALSE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,25257,0,0,0.99,0.11,0.09,0.31,6,1,1.31,29.32,QC-low_MSMS_pos2,772.58246:1266949 773.58713:811389 774.59179:1100059,81.31622:3234 87.04429:6830 88.11216:7443 94.39421:3498 94.40809:2969 98.39836:3737 102.12766:9277 109.45577:3612 109.49691:4057 109.57555:3388 109.69180:4515 109.94600:3900 128.50757:4578 128.52870:3865 128.59518:4031 128.74150:3778 128.99850:4312 135.54625:3698 136.04666:3085 152.92014:3394 152.97746:3128 153.54306:4223 184.07317:46615 184.08633:3729 185.17546:3994 185.67331:4734 219.79501:4260 228.45428:5093 228.52766:4638 228.78493:4371 229.27844:5273 250.21933:4161 290.23627:7814 311.72800:5066 377.63562:5553 377.68250:6671 378.12537:4687 378.73953:4478 379.17084:5173 387.88440:7017 396.79016:4290 513.88940:8549 514.24841:5873 514.58978:6392 515.56641:5262 515.94849:8905 650.85980:5194 740.25494:5817 741.43884:6813 742.67969:7686 743.87640:5005 772.64081:4758,15941123,495566,1247347,494681,719807,169061692,111162076,159456270,132966074,50904540,118772734,439754,350299,548842,519012,927853,1165660,355043,499238,4.03E+07,62414127.87,3.391212266
Pos,No,25900,12.008,786.59998,PC 36:2|PC 18:0_18:2,PC 18:0_18:2,[M+H]+,null,0.68,TRUE,9.829,786.60071,C44H84NO8P,PC,SNKAWJBJQDLSFF-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCC=CCCCCCCCC,530,FALSE,TRUE,FALSE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,25900,0,0,1,0.03,0.02,0.34,4,1,1.3,502.03,QC-low_MSMS_pos2,786.59998:9326419 787.60464:4754170 788.60931:1342481,82.21114:3479 82.27570:3148 82.28642:3967 88.11217:7472 94.41622:4612 94.44020:3215 94.46403:3169 94.65245:3665 94.76102:3981 102.05475:4937 109.44537:3476 109.52343:3666 109.55453:4169 109.68258:3815 128.42049:3430 128.52019:3307 128.59705:2739 128.96013:4444 152.87538:4517 152.92554:5204 153.01167:4832 153.03967:4148 153.42720:3690 153.52625:4507 156.19310:3838 182.18977:3471 184.07367:14587 184.93779:4229 185.11998:5862 185.15680:4248 185.67128:4436 198.97411:20488 228.25365:5032 228.46411:4438 229.23509:4494 229.25818:4357 289.24661:4585 289.37646:4102 320.59076:3884 332.34622:4841 353.02292:4774 375.11063:4568 377.59070:4373 377.65717:5790 377.70938:5406 378.92862:4088 386.97614:6843 390.26581:4751 413.63995:4748 494.84647:4539 513.87561:5309 513.95557:5178 514.18750:4596 515.88867:5049 517.04675:5646 570.54791:38036 739.65625:6653 739.78754:5491 740.18829:6005 740.88898:5079 742.66071:5773 743.08478:5646 743.24927:6213 786.51715:17503 790.06250:4913,198853433,23752222,19383955,52780074,35311340,63572431,54098583,377133472,55015534,29229762,58355028,9333772,16537152,28152373,49559926,6697629,19985714,40143574,61024217,6.31E+07,86517606.95,0.928043912
Pos,No,14131,1.322,518.32373,LPC 18:3/0:0,LPC 18:3,[M+H]+,null,0.68,TRUE,5.524,518.3241,C26H48NO7P,LPC,WKQNRCYKYCKESD-UHFFFAOYSA-N,O=C(OCC(O)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCC=CCC=CCC=CCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,14131,0,0,1,0.55,0.67,0.85,3,2,2.41,804.28,QC-low_MSMS_pos2,518.32373:38605684 519.32840:11456150 520.33307:2497806,79.05418:24912 81.06968:45669 86.09637:880957 94.03840:30919 94.40353:27228 94.45078:26566 94.45679:21732 94.46401:27013 95.08522:43187 97.28127:35744 102.42191:24275 104.10695:6906346 109.46571:21581 109.50814:22575 109.59781:28479 109.90122:31481 124.99976:232706 127.95464:21213 128.45038:23606 128.57608:24683 129.00691:29865 153.00525:26195 178.06400:26425 181.02634:66014 184.07332:12142171 185.68440:41223 199.03685:30096 215.71402:20975 258.10950:190806 276.50641:24561 289.09793:27377 289.14072:25094 289.97028:46223 290.11688:30896 317.81580:25954 335.25674:172547 377.50549:25376 377.71634:35111 378.35309:26602 378.98553:31353 379.21509:23554 385.94992:35038 385.99561:25567 409.67023:64588 423.33347:55573 441.24142:66239 500.31335:908902 514.00183:23956 514.66125:34411 515.01007:28196 515.65802:31462 516.01434:52759 516.38696:25042 518.32397:1191929,495255767,84620631,56160073,77185223,82033079,183824,184453,469479,682974,157889,389887,92860655,83117919,86320371,74114675,75862694,77967724,93405028,82169170,7.70E+07,108370319,0.713839083
Pos,No,15667,5.758,552.4021,LPC 20:0/0:0,LPC 20:0,[M+H]+,null,0.53,TRUE,7.295,552.4024,C28H58NO7P,LPC,UATOAILWGVYRQS-UHFFFAOYSA-N,O=C(OCC(O)COP(=O)([O-])OCC[N+](C)(C)C)CCCCCCCCCCCCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,15667,0,0,1,0.15,0.24,0.74,3,2,2.19,53.47,QC-low_MSMS_pos2,552.40210:1334148 553.40677:363252 554.41144:92485,82.20718:3237 88.11211:16441 88.11670:2592 93.30842:2925 94.38388:2894 94.39133:2900 94.44401:3475 94.68740:2777 94.75859:3012 102.12763:5779 104.10694:21540 109.50867:3831 109.54422:2842 109.77586:2892 109.90597:3004 109.91338:3813 110.26518:2938 114.85651:2615 115.52276:2567 128.50328:3542 128.51195:3263 128.85117:3268 129.01753:3938 152.85739:4424 152.90314:4346 152.91534:4324 153.01968:3022 171.61684:3234 184.07353:30387 184.99283:4374 185.05489:3176 185.07069:4761 185.36951:3356 185.50803:3108 185.65817:3418 215.08917:42832 228.52167:3785 228.54314:3967 228.73512:3679 229.24471:4404 289.05154:3682 289.19824:5291 290.05945:4143 290.19525:4849 294.50302:3237 329.63571:3716 377.60236:3972 377.64679:5905 377.81909:3271 378.92896:5259 386.35043:7761 386.40430:4099 496.27646:3935 513.50092:4032 513.85626:4260 514.57324:4456 515.90198:4370 515.97107:4086 552.39258:31967,24488127,2187013,1235400,1664969,286492,483193,238836,400097,130746,798933,506812,1221996,738862,1049208,532505,714406,2142459,723040,3658994,2.27E+06,5448736.324,0.543082362
Pos,No,11424,4.537,468.34546,LPC O-15:0,LPC O-15:0b,[M+H]+,null,0.16,TRUE,5.88,468.34491,C23H50NO6P,EtherLPC,VTFABDYKCIOCAV-UHFFFAOYSA-N,O=P([O-])(OCC[N+](C)(C)C)OCC(OCCCCCCCCCCCCCCC)CO,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,11424,0,0,1,0.15,0.22,0.94,5,2,2.27,9.78,QC-low_MSMS_pos2,468.34546:132621 469.35013:54644 470.35479:16012,82.30127:5502 83.08542:19535 85.10114:204810 86.09644:29208 87.04403:25040 88.11217:7013 89.05966:1187677 91.07558:9143 94.40987:7960 94.67692:5695 97.10112:38940 97.28172:13194 99.11673:44934 104.10693:416753 107.07024:19575 109.54876:8203 109.58332:8987 109.70443:5060 111.11674:34127 111.64773:5190 113.13261:30797 117.09097:35101 124.99986:12727 125.13295:6087 127.14848:11996 128.45537:4536 128.55432:6310 128.59814:6252 128.75392:4793 128.92743:5141 128.97433:6209 129.06068:5575 129.32793:4345 129.48833:5031 130.08643:16234 131.07089:8668 133.08589:708340 135.10217:7131 149.11688:7979 151.09654:19753 152.79584:5189 152.90092:6377 152.96021:6363 153.01595:5321 153.07312:8347 153.45470:5857 153.51649:5833 161.34320:7160 169.19511:41921 177.11205:199648 184.07326:76033 185.56453:5608 185.68475:5404 185.71098:5082 195.12273:32678 213.22157:24996 221.13834:14713 229.28773:5018 229.41107:8001 239.14857:33780 257.24716:56361 283.17459:98652 289.13629:7749 289.28381:8269 289.57547:6800 290.43771:6201 301.27429:19562 363.31012:14715 372.63977:5903 377.70486:6379 377.77109:10041 378.21033:5890 378.82584:7288 379.05804:9584 387.98288:10414 388.03241:4990 407.33548:10490 415.31854:6570 440.66205:6776 451.36313:58680 468.34274:122179,1243078,153148,183184,22715,101017,380101,171919,337721,210935,186928,349464,159219,114122,176739,178637,86274,72509,201821,139973,2.35E+05,260957.2755,1.174348196
Pos,Yes,3476,9.727,369.35071, ST 27:1;O, ST 27:1;O,[M+H-H2O]+,null,0.95,FALSE,8.638,369.35159,C27H46O,ST,HVYWMOMLDIMFJA-UHFFFAOYSA-N,OC1CC2=CCC3C(CCC4(C)C(CCC34)C(C)CCCC(C)C)C2(C)CC1,530,FALSE,TRUE,FALSE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,3476,0,0,1,-1,-1,-1,-1,-1,1,124.43,XY-pos_13,369.35153:2893550 370.35620:0 371.36087:0,null,0,5431030,1855904,2863701,2988478,7159417,11628838,12267513,10097484,4531784,11084427,7010952,1595065,2822017,2852112,2351873,3676704,1773928,8241745,5.28E+06,3811967.108,2.382553707
Pos,No,15048,6.682,538.42224,LPC O-20:0,LPC O-20:0b,[M+H]+,null,0.05,TRUE,7.643,538.4231,C28H60NO6P,EtherLPC,YYGTUBFHUJNRRV-UHFFFAOYSA-N,O=P([O-])(OCC[N+](C)(C)C)OCC(OCCCCCCCCCCCCCCCCCCCC)CO,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,15048,0,0,1,0.2,0.21,0.9,5,2,2.26,19.11,QC-low_MSMS_pos2,538.42224:94865 539.42691:37402 540.43158:0,82.25181:3355 82.27465:3901 82.28543:3113 82.30851:2634 82.46127:2621 86.09637:4613 88.11215:7827 94.42600:3124 94.48350:3096 94.49357:2680 94.67191:3697 94.72237:3439 102.12771:7689 104.10693:46629 109.51460:3912 109.53128:2958 109.53874:3741 109.55015:2967 109.57569:2717 109.63849:2913 109.80148:3209 128.50017:2946 128.53600:2783 128.58362:2926 128.59256:2672 128.66138:2895 128.91946:3154 128.92912:3533 139.95569:2741 144.33421:3097 153.01472:3547 153.03329:3450 153.07182:3710 153.11922:2953 153.34863:3750 153.40036:4101 153.45221:3233 153.50586:3857 166.11073:3685 177.12273:3283 179.03102:2712 184.07339:8269 185.13327:4066 185.56023:3963 185.71674:3357 228.51570:4703 229.03105:4094 229.12656:5096 229.22003:3940 289.14139:3422 289.17542:4089 289.22272:4115 289.32886:3770 289.41589:3470 290.04410:4765 377.58813:3359 377.82025:4699 378.04712:3777 378.68011:4689 378.88507:3990 388.74277:3563 388.80966:4680 393.98013:3235 395.18231:3320 443.78711:3452 513.81012:5073 515.54401:5306 515.86786:5895 538.41797:13859,642897,51417,57037,54824,72177,7706,11674,9043,6106,9334,19822,88636,18041,79943,63940,72847,34913,30616,130461,7.69E+04,141216.4736,1.597256878
Pos,No,12470,9.304,492.47763,Cer 32:1;O2|Cer 17:1;O2/15:0,Cer 17:1;O2/15:0,[M+H-H2O]+,null,0.11,TRUE,8.94,492.47751,C32H63NO3,Cer_NS,UAZWOHRRCXEPKY-UHFFFAOYSA-N,O=C(NC(CO)C(O)C=CCCCCCCCCCCCC)CCCCCCCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,12470,0,0,1,0.13,0.2,0.84,6,2,2.22,6.79,QC-low_MSMS_pos2,492.47763:93805 493.48230:0 494.48697:0,82.23302:3448 82.54227:2264 84.27721:2503 85.12999:2430 88.11213:10404 94.39224:3208 94.41983:2918 94.44663:2713 94.47363:4078 94.55002:2806 94.65536:3319 94.71371:3169 97.27288:5062 100.82800:2817 102.12756:7548 109.48816:3266 109.55678:2873 109.68562:4023 109.85670:2697 109.89278:3548 109.92204:2806 119.94895:2602 128.47578:3380 128.51932:5037 128.90460:3178 128.94186:3212 128.98859:4446 129.02844:2948 131.20212:2580 135.88095:2362 136.06047:2490 136.91049:2735 152.86577:3148 152.92311:3865 153.42310:2721 153.47263:3163 153.53354:2746 153.58484:3463 184.78616:3261 185.07510:4174 185.37541:4053 185.52138:3727 185.66606:5038 228.44194:4921 228.46181:4592 228.56473:3172 229.16292:3863 229.25197:4324 236.23782:13339 238.25383:4978 250.25281:28367 268.26282:5913 289.22513:5856 289.51324:3270 290.07422:5207 363.17014:5375 373.58368:3194 377.45670:3838 377.67120:5866 378.10352:4153 378.93991:6729 379.17679:5167 387.56570:5839 474.46933:4205,386294,6495,18935,19978,17046,118350,67668,110316,49206,0,42032,12711,16259,24256,16229,6046,9554,7382,23232,50104.69145,88052.19048,2.436659493
Pos,Yes,15500,12.801,548.54022,Cer 36:1;O2|Cer 18:1;O2/18:0,Cer 18:1;O2/18:0,[M+H-H2O]+,null,0.37,TRUE,10.583,548.5401,C36H71NO3,Cer_NS,VODZWWMEJITOND-UHFFFAOYSA-N,O=C(NC(CO)C(O)C=CCCCCCCCCCCCCC)CCCCCCCCCCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,15500,0,0,0.97,0.22,0.32,0.71,6,2,2.19,1975.36,QC-low_MSMS_pos2,548.53748:67510 549.54214:38621 550.54681:0,82.08710:3036 82.23660:3359 82.25320:3145 88.11205:11438 89.49392:2618 94.36909:5215 94.50142:3184 94.55614:3310 94.63560:4211 97.28159:10704 99.58102:2832 102.12781:4088 109.43230:3120 109.45848:4529 109.46591:3324 109.65954:3263 109.83105:2783 114.01475:2625 128.44661:3334 128.47896:3218 128.70094:4491 152.78331:2924 152.84024:3575 152.94034:3149 152.98212:3025 153.16965:2950 177.89980:2907 184.88818:3184 184.96289:3611 185.03902:3651 185.16893:2982 185.34366:3538 185.47693:3944 185.68552:2953 210.67148:2878 228.28622:3546 228.30751:4680 252.26956:4569 264.26794:62121 282.27975:7408 289.00333:4450 290.00897:3855 355.01855:3674 377.60034:5376 378.84366:4261 378.88730:4925 379.08618:5226 388.65930:4653 388.70761:3593 513.77911:7061 515.81677:5132,476078,7677,7737,8105,77346,296742014,242631174,269561650,269582207,335425880,288333667,20262,14035,14404,131185,27087,24723,31789,30222,89639328.55,136471784.3,2.187624933
Neg,Yes,20195,7.041,865.50293,PG 44:12|PG 22:6_22:6,PG 22:6_22:6,[M-H]-,null,0.55,TRUE,7.95,865.5025,C50H75O10P,PG,XACKZSRNTPEYBU-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCC(O)CO)CCC=CCC=CCC=CCC=CCC=CCC=CCC,530,FALSE,TRUE,FALSE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,20195,0,0,1,0.02,0.04,0.36,4,2,1.95,9861.72,QC-low_MSMS_neg1,865.50220:44997 866.50687:0 867.51153:0,82.30602:3547 82.45733:4499 94.75649:4341 94.76836:3489 94.79213:4575 109.36275:3787 109.75976:4427 112.98679:3585 128.64693:3492 128.80705:4360 128.85721:4884 128.95198:3484 129.04025:4379 129.04919:3922 153.02672:4433 153.29184:4492 153.52484:3754 185.17128:3948 185.77615:4814 212.51479:4034 228.71494:4917 229.39253:6340 290.22208:6063 321.85486:5385 327.23337:8777 335.95184:4974 377.86536:5390 378.29163:5098 378.95959:5075 383.19336:5209 391.46738:8378 513.88477:5789 514.86554:5306 515.90869:5128 516.20575:5606 516.27795:6817 740.09454:5387 740.67682:8020 740.93561:6710 743.08789:7973 743.62415:9010 794.28143:4995,255644,0,27256,126518,69843,9351114,2063037,2284474,1547727,415662753,2059493,21873,16129,326499,239341,28427,42884,49631,9610,21721586.51,92748344.22,4.968212107
