Polarity,Alignment.ID,Peak.color.code,Average.Rt.min.,Average.Mz,Metabolite.name,Metabolite,Adduct.type,Post.curation.result,Fill..,MS.MS.assigned,Reference.RT,Reference.m.z,Formula,Ontology,INCHIKEY,SMILES,Annotation.tag..VS1.0.,RT.matched,m.z.matched,MS.MS.matched,Comment,Manually.modified.for.quantification,Manually.modified.for.annotation,Isotope.tracking.parent.ID,Isotope.tracking.weight.number,RT.similarity,m.z.similarity,Simple.dot.product,Weighted.dot.product,Reverse.dot.product,Matched.peaks.count,Matched.peaks.percentage,Total.score,S.N.average,Spectrum.reference.file.name,MS1.isotopic.spectrum,MS.MS.spectrum,QC_1x,QC_2x,QC_3x,QC_MSMS,XZ_100,XZ_101,XZ_102,XZ_103,XZ_104,XZ_83,XZ_84,XZ_85,XZ_86_PBS,XZ_87,XZ_88,XZ_89,XZ_90,XZ_91,XZ_92,XZ_93,XZ_94,XZ_95,XZ_96_PBS,XZ_97,XZ_98,XZ_99,X1,X1.1,ppm
Neg,7144,yellow,8.294,819.51965,PG 40:7|PG 20:3_20:4,PG 20:3_20:4,[M-H]-,null,0.92,TRUE,8.316,819.51819,C46H77O10P,PG,WMTNRRDSZURTHR-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCC(O)CO)CCCCCCCCCC=CCC=CCC=CCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,7144,0,0,0.98,0.19,0.3,0.49,7,2,2.09,62.64,QC_MSMS_neg_top80_1,819.52112:779951 820.52579:315546 821.53045:104200,79.62753:4988 86.30820:5098 86.93448:5639 97.80296:6098 112.30508:6437 152.99608:22760 159.20151:5518 168.58153:5496 185.26952:6277 234.64241:5211 279.23267:13336 281.24860:123193 303.23337:38853 305.24948:68964 327.23340:12323 328.91211:5315 329.24927:7048 351.93057:5819 433.66830:5970 532.80969:7131 549.64081:7207 550.89142:6178 611.61292:5579,4127867,6198577,5562459,15282466,2551287,3498365,2576581,2556985,2962530,4432343,2805728,2221908,0,2358693,2442248,2268411,3515941,4073763,1970966,2700004,2090889,3009526,0,514283,2403718,2985693,3273508.742,2826244.038,1.781534587
Neg,7205,yellow,8.974,821.53491,PG 40:6|PG 18:1_22:5,PG 18:1_22:5,[M-H]-,null,0.88,TRUE,8.248,821.53381,C46H79O10P,PG,JAMPNNNOPHDTDM-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OCC(O)CO)CCCCCCCC=CCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,7205,0,0,0.99,0.38,0.46,0.73,7,2,2.27,189.67,QC_MSMS_neg_top80_1,821.53619:6185644 822.54086:2964002 823.54553:838046,78.95935:6309 79.53399:4744 79.76680:4819 84.94314:6523 90.56135:4903 125.77650:4879 139.82872:5611 142.46211:5635 152.99614:32290 153.95448:5272 168.42677:5192 209.02437:5360 231.21320:6213 259.24316:7402 264.52179:5957 264.57404:5758 279.23196:7558 281.24829:317439 285.25977:28049 303.23337:51469 305.24896:50503 307.26456:145847 329.24908:103312 331.26425:7443 371.38971:6021 380.14395:7117 392.99100:5931 414.64957:6068 495.08701:7377 523.42242:6355 676.69586:6823 721.48792:6182 821.53564:28396,19961441,21753014,21705066,26978036,1133434,2519068,2806794,1862697,2936446,2539506,2850599,1402350,0,1996405,1478895,878147,2583711,1420054,799266,3107935,1306275,3426451,0,427977,1270298,1297600,4940056.385,7805313.545,1.338958892
Neg,7516,yellow,8.654,831.50458,PI 34:3|PI 16:0_18:3,PI 16:0_18:3,[M-H]-,null,0.58,TRUE,8.107,831.50293,C43H77O13P,PI,UHAJRYVOXHROHT-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCC=CCC=CCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O)CCCCCCCCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,7516,0,0,0.98,0.43,0.61,0.78,9,2,2.33,29141.49,QC_MSMS_neg_top80_1,831.50598:865272 832.51065:376711 833.51532:135804,76.66044:5237 78.95905:8150 85.01970:5571 89.82083:4942 92.25285:7550 98.76575:5860 114.11469:5066 129.45161:5461 129.46393:5065 133.25227:5531 143.80925:5290 152.99609:10819 184.82404:5238 187.44467:5420 241.01271:38994 247.29118:5367 255.23347:47808 263.98178:5263 264.63177:5918 277.21768:45546 290.17645:5739 297.03693:8103 312.59448:5969 361.28986:6713 391.22577:19006 438.47333:6442 482.74374:6731 553.27997:18875 600.33722:5931 769.23627:6892 831.50470:53789,3028936,3046245,3095376,3960838,1672060,300776,277633,2869554,288989,240724,335922,1609621,0,314914,2069699,1090534,240738,1777566,1490614,481492,1626548,382392,0,140333,1944767,1464277,1298097.924,1165098.116,1.984358612
Neg,7989,yellow,9.24,845.52075,PI 35:3|PI 16:0_19:3,PI 16:0_19:3,[M-H]-,null,0.73,TRUE,8.154,845.51862,C44H79O13P,PI,BKYMRZNFSPNXHK-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCCC=CCC=CCC=CCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O)CCCCCCCCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,7989,0,0,0.99,0.49,0.69,0.78,9,2,2.37,104.85,QC_MSMS_neg_top80_1,845.52106:1260476 846.52572:857656 847.53039:160975,78.95904:6487 94.49415:5168 95.48731:4893 110.52533:5477 112.98616:4991 127.61879:5078 134.06396:5369 134.41150:5104 139.60739:5432 141.44649:5048 150.26637:5962 152.99648:17446 168.09113:5989 219.18529:5897 223.00110:9330 224.47318:5744 228.13638:5444 241.01216:60367 241.21742:9573 255.23343:67856 291.23282:73791 297.03873:7676 357.37775:7049 383.54059:5425 391.22552:20730 460.56470:6922 534.39453:6450 553.27985:22300 565.71051:6186 845.52026:81835,7319775,7204685,7423484,8343196,5058558,313412,352908,8101162,379739,232056,319858,4712157,0,249220,6049924,3021446,236920,5451623,4367638,417206,4148096,487769,0,84926,5610645,4782522,3256497.099,3066255.454,2.519163919
Neg,8410,yellow,8.673,857.52118,PI 36:4|PI 18:1_18:3,PI 18:1_18:3,[M-H]-,null,0.73,TRUE,8.087,857.51862,C45H79O13P,PI,GOWNAKLKHNFBLL-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCC=CCC=CCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O)CCCCCCCC=CCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,8410,0,0,0.99,0.3,0.54,0.73,9,2,2.27,32067.31,QC_MSMS_neg_top80_1,857.52142:854803 858.52609:381997 859.53076:0,78.95939:5693 91.08096:5138 92.25608:10093 97.10355:5819 124.99940:6941 133.22513:5431 135.91161:5383 152.99643:8962 195.24825:5590 216.96349:6205 241.01231:16431 251.95374:5499 277.21796:12722 281.24930:23991 417.24210:8955 622.31757:6330 631.73016:7740 758.40948:8473 857.52191:29305,5127316,5264702,5301565,5733327,2428947,789577,768636,4093380,815849,737499,946487,2437577,0,723711,3017614,1898742,760678,2575483,2289744,985110,2258309,1070241,0,417870,2860358,2579502,2149316.338,1728675.578,2.985357915
Neg,8473,yellow,9.542,859.53558,PI 36:3|PI 16:0_20:3,PI 16:0_20:3,[M-H]-,null,0.69,TRUE,8.312,859.53418,C45H81O13P,PI,UIRZYDCTGNCXNQ-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCCCC=CCC=CCC=CCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O)CCCCCCCCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,8473,0,0,1,0.43,0.7,0.81,9,2,2.38,17363.06,QC_MSMS_neg_top80_1,859.53381:635139 860.53848:329737 861.54315:0,75.37200:4894 76.06223:5049 82.95959:4897 87.68204:4961 92.25230:11587 103.11839:5110 112.98635:5752 120.19791:5956 145.37675:4807 149.61214:5582 152.99632:12338 177.00327:6880 204.53401:6236 223.00046:5967 241.01248:25220 246.43704:5983 255.23364:30636 269.46805:5930 273.85693:6842 297.03720:6740 305.24872:24788 391.22446:16673 553.27863:16797 579.14215:6257 859.53760:50757,3055677,2925147,3101521,3013450,1545838,412222,676576,2577378,732384,453175,586647,1533917,0,535646,1984058,910507,498948,1459758,1416186,786281,1207099,747631,0,305431,1575459,1252018,1280498.335,964912.7171,1.628789212
Neg,8474,yellow,9.926,859.53693,PI 36:3|PI 18:0_18:3,PI 18:0_18:3,[M-H]-,null,0.92,TRUE,8.413,859.53418,C45H81O13P,PI,ULRXGRJFRFBBDW-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCC=CCC=CCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O)CCCCCCCCCCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,8474,0,0,0.99,0.6,0.75,0.87,9,2,2.44,175541.8,QC_MSMS_neg_top80_1,859.53674:4349002 860.54141:2101664 861.54608:515945,78.95911:34760 87.65372:5167 92.25545:7041 96.96964:13031 120.63975:5772 123.67423:5867 143.60657:5676 150.91255:5730 152.99612:73671 158.22476:5362 223.00165:58743 233.22823:7831 241.01227:197348 255.23361:19203 259.02310:16246 269.24826:12341 277.21729:259481 283.26385:205571 291.23331:17736 297.03821:33093 305.24863:15445 315.04999:7661 336.11285:6861 338.49152:6253 391.22568:7893 400.45251:5912 405.24274:8764 414.95822:6929 419.25714:68101 492.33719:7298 514.43561:6199 575.26428:13131 581.31146:85575 599.32062:14724 859.53528:319529,18748994,24125615,26731455,48173827,19104947,11900335,11733411,30874258,14027618,10576717,12022199,19509410,7063,9636332,24492572,13862818,10874915,21357349,18397616,15025770,18072903,16420022,4035,5845030,21361042,19974958,17033123.46,9728562.169,3.199407381
Neg,8792,yellow,8.388,869.52106,PI 37:5|PI 17:1_20:4,PI 17:1_20:4,[M-H]-,null,0.58,TRUE,8.097,869.51862,C46H79O13P,PI,RORLLARSMMOWBD-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCC=CCC=CCC=CCC=CCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O)CCCCCCCC=CCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,8792,0,0,0.99,0.28,0.56,0.73,9,2,2.27,67.15,QC_MSMS_neg_top80_1,869.52155:553845 870.52621:370464 871.53088:87600,75.21217:5673 76.46343:4872 79.85758:4989 82.55508:5846 87.49922:6071 88.24902:5463 90.18196:4788 93.34727:4679 103.22958:5673 121.76342:5508 125.41414:5910 128.25694:5180 131.51770:5410 133.51064:5275 140.29475:6075 143.14487:5423 166.93649:5159 182.61969:6795 223.00043:6198 241.01227:27609 267.23416:18845 303.23361:18371 303.49066:6226 334.54517:5995 337.00195:6191 342.45688:5957 403.22598:10344 565.28107:8402 869.52118:24168,2544387,2475727,2656421,2953720,1605631,19692,33913,1891469,37048,29040,15580,1503622,0,37021,1605628,1328835,43008,1505620,1581979,24840,1615151,47604,0,4063,1680329,1899144,1043825.792,1032169.46,2.806150373
Neg,8858,yellow,9.248,871.53656,PI 37:4|PI 18:1_19:3,PI 18:1_19:3,[M-H]-,null,0.92,TRUE,8.276,871.53418,C46H81O13P,PI,FTLGIZHPNQDJMR-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCCC=CCC=CCC=CCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O)CCCCCCCC=CCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,8858,0,0,0.99,0.44,0.66,0.78,9,2,2.35,92.7,QC_MSMS_neg_top80_1,871.53705:1250528 872.54172:521804 873.54638:0,78.95887:12071 84.31181:5191 86.93887:4908 89.81454:6045 90.87059:5422 92.44154:7273 94.51865:5489 119.17426:6587 122.43211:5230 129.65828:5799 135.81927:5690 152.99635:19380 173.31146:5788 179.01508:7230 191.16797:6156 197.15950:6613 197.82912:6678 200.64166:5434 223.00209:11118 235.25737:5594 241.01218:50585 279.57394:7018 280.03934:5599 281.24826:61038 291.23334:70637 297.03595:7975 417.24100:13308 442.22330:6493 508.69315:6777 579.29449:15520 594.99646:7523 665.92786:6239 871.53705:71164,7969037,8257616,6154287,8427786,5099025,601512,704093,7608958,640534,546097,633185,4984255,0,724820,6146462,3693998,514941,5383235,4585148,866235,4394185,929548,4475,375636,5607073,5865513,3489140.525,2992670.34,2.730816593
Neg,9160,yellow,8.141,881.51947,PI 38:6|PI 18:2_20:4,PI 18:2_20:4,[M-H]-,null,0.62,TRUE,8.095,881.51862,C47H79O13P,PI,IDBHHLONPONREV-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCC=CCC=CCC=CCC=CCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O)CCCCCCCC=CCC=CCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,9160,0,0,0.98,0.2,0.4,0.71,9,2,2.21,12783.04,QC_MSMS_neg_top80_1,881.52258:194837 882.52725:107868 883.53192:33166,84.79707:6190 89.40798:5679 92.25577:9981 92.67393:5942 96.69262:5267 114.15543:5886 123.75582:5554 124.99934:9380 154.47675:5563 192.35834:6813 197.01439:5360 241.01207:9080 272.67950:6090 279.23419:10110 302.24506:5814 303.23227:17689 310.32590:5771 357.54596:5778 398.65210:6217 443.97379:6548 813.36798:7161 881.52100:17467 881.86157:6935,1107926,1159169,1211441,2919185,752320,58543,38232,1039628,27885,43672,27741,673740,0,75112,725399,588570,35730,825734,850459,45576,811092,77880,0,10601,799880,611803,558358.3881,648953.2644,0.964245089
Neg,9161,yellow,8.594,881.5199,PI 38:6|PI 16:0_22:6,PI 16:0_22:6,[M-H]-,null,0.73,TRUE,8.093,881.51862,C47H79O13P,PI,FPHAZHKZJQOPBU-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O)CCCCCCCCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,9161,0,0,0.99,0.24,0.35,0.65,9,2,2.18,6448.25,QC_MSMS_neg_top80_1,881.52106:224591 882.52572:150505 883.53039:0,137.03516:5370 144.28375:6928 152.99586:7179 171.77444:5394 241.01263:20560 253.21756:11503 255.23409:21421 265.37949:6537 281.24841:9847 327.23248:11523 391.22501:8869 448.16425:6259 616.69995:6299 665.26276:6689 722.07739:6560 739.27753:7294 881.51965:13687,1093862,1197106,1198188,999141,708469,38121,12204,762110,72743,73612,14718,701235,0,59343,759736,661144,90090,523237,562994,83125,632673,42011,0,17536,646265,817252,452573.6481,421266.7292,1.452039663
Neg,9220,yellow,8.944,883.5365,PI 38:5|PI 18:1_20:4,PI 18:1_20:4,[M-H]-,null,1,TRUE,8.217,883.53418,C47H81O13P,PI,XGZVRASBCZTHNO-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCC=CCC=CCC=CCC=CCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O)CCCCCCCC=CCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,9220,0,0,0.99,0.6,0.75,0.86,9,2,2.44,560.93,QC_MSMS_neg_top80_1,883.53662:12657856 884.54129:6276446 885.54596:2098200,78.95905:54688 82.34109:6856 92.15019:6137 92.92835:7568 94.92532:15680 96.96978:15120 106.77753:5605 109.84554:7248 117.93291:5699 128.23175:5968 137.17982:6643 152.99620:106920 154.64435:5571 158.83167:5930 223.00137:54736 241.01257:256507 253.56041:7565 258.50687:5543 259.02316:26815 259.24384:13963 281.24866:317485 281.37021:6505 295.63217:6180 297.03879:29914 303.23331:270525 315.04861:9193 360.91006:6659 417.24142:107965 427.31952:6654 435.25378:13159 439.22626:15565 510.38199:6230 579.29462:105278 585.81506:6581 597.30817:38636 601.28162:15659 627.30304:6416 834.98883:6758 883.53650:383424,53131598,52413973,54911907,85066196,30575092,6897321,5660698,33977356,7484140,6207703,5594813,27819508,79033,6765116,30353412,27292922,6580317,30353306,31936726,7624662,31398562,7117830,16758,3969500,30157680,35564176,23805780.95,21106554.57,2.625818053
Neg,9221,yellow,9.372,883.53729,PI 38:5|PI 18:0_20:5,PI 18:0_20:5,[M-H]-,null,0.92,TRUE,8.272,883.53418,C47H81O13P,PI,SUYDNPBYMBTSMM-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O)CCCCCCCCCCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,9221,0,0,0.99,0.5,0.72,0.8,9,2,2.38,81.87,QC_MSMS_neg_top80_1,883.53699:954897 884.54166:601904 885.54632:172954,78.95905:12068 84.86018:5270 89.22739:5691 90.65571:4937 92.25214:9084 129.08148:5712 152.99626:15765 165.94572:5157 168.31184:5085 223.00156:11083 241.01231:64733 257.22769:12184 283.26404:50476 297.03815:7591 301.21805:37816 347.53494:6900 348.94437:6790 419.25684:28023 507.82498:6735 513.79993:6899 581.31079:21955 883.53784:79795,5350834,5545769,5740632,4760041,2329326,1316147,1093858,2860274,1449591,1306824,1010848,2451148,0,1291300,2661550,2414101,1352872,3209455,2944117,1310748,2893077,1563188,0,702836,2651427,3214057,2362462.296,1587781.125,3.519954372
Neg,9282,yellow,9.526,885.55157,PI 38:4|PI 18:1_20:3a,PI 18:1_20:3,[M-H]-,null,0.73,TRUE,8.372,885.54993,C47H83O13P,PI,CXNBRAHXDUJOGO-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCCCC=CCC=CCC=CCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O)CCCCCCCC=CCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,9282,0,0,1,0.38,0.64,0.77,9,2,2.33,42.76,QC_MSMS_neg_top80_1,885.55023:482833 886.55490:192482 887.55957:0,81.10453:5093 94.91723:6341 115.06425:4961 124.72548:5594 124.99930:7037 128.87506:5251 151.16882:5472 152.99634:9922 156.66943:5233 164.56270:6003 172.47163:5560 178.92464:6475 197.82239:5701 204.30887:5256 204.51088:5647 206.94624:5369 241.01254:31629 281.24829:28136 305.25000:28648 358.96848:6733 390.03445:6589 459.21530:6970 556.68854:6209 579.29706:11976 583.93005:6193 865.02545:6384 885.55194:47813,2030240,1833575,913938,5478379,1911044,1198987,1528056,3177790,1376928,1008860,1301464,1975818,0,1259420,2620610,1848808,1145326,1985563,1633001,1649012,1818207,1609421,0,665694,2025532,2115611,1696587.859,1038408.879,1.851956558
Neg,9285,yellow,9.908,885.55267,PI 38:4|PI 18:1_20:3b,PI 18:1_20:3,[M-H]-,null,0.92,TRUE,8.372,885.54993,C47H83O13P,PI,CXNBRAHXDUJOGO-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCCCC=CCC=CCC=CCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O)CCCCCCCC=CCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,9285,0,0,0.99,0.57,0.74,0.85,9,2,2.43,653.62,QC_MSMS_neg_top80_1,885.55200:6676716 886.55667:3326609 887.56134:796924,75.73295:5544 77.64625:5568 78.37840:5757 78.95907:25102 80.74474:4837 85.31431:4849 86.47134:7014 92.25588:11387 96.96987:10066 100.02532:5311 100.67133:5390 102.95730:17020 108.80711:5718 151.48314:5624 152.55240:7120 152.99615:59125 155.41777:5474 173.86481:5876 218.46202:6202 223.00197:35546 241.01228:188471 246.94838:6273 257.40607:6282 259.02365:19240 261.25882:5649 281.24869:195490 288.09592:5971 290.30823:6826 297.03809:12819 305.24896:212110 305.68951:6913 315.05048:8791 417.24115:66486 579.29663:51901 597.30786:28968 603.29626:10140 613.82947:6672 633.01312:6549 860.21930:7071 885.55194:242435,45275246,46994746,47360917,51440409,14002682,20168511,21040614,21887188,22698506,17079913,20293704,14697308,6223,19391361,17452520,12312508,16560279,14791127,14018615,23309158,13742379,27249679,3951,11533860,15303652,17008522,20985522.28,13129681.08,3.094122541
Neg,9337,yellow,11.079,887.56824,PI 38:3|PI 18:0_20:3b,PI 18:0_20:3,[M-H]-,null,0.92,TRUE,8.733,887.56549,C47H85O13P,PI,GGSSNEAFVQRIHU-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCCCC=CCC=CCC=CCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O)CCCCCCCCCCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,9337,0,0,0.99,0.41,0.72,0.78,9,2,2.36,175.97,QC_MSMS_neg_top80_1,887.56824:1605931 888.57291:856832 889.57757:294811,76.36144:5445 78.95920:7976 84.02650:5587 88.15281:5783 92.25586:16303 99.85938:5465 100.03674:5197 102.95713:5791 104.68655:5412 107.84235:7352 112.36574:5935 115.66483:5122 143.86234:6410 152.99626:21131 157.23099:5871 165.20309:6528 223.00146:6174 241.01245:49447 252.08945:6130 283.26404:48688 305.24936:57978 335.88101:6605 368.35452:6761 419.25894:23314 559.30273:6467 581.31171:11108 589.93359:6294 887.56757:84234,11375205,12000201,12276409,15260172,3084390,6888812,7485047,4662781,7217971,6187331,7927237,3170223,0,6071630,4183986,2408621,6093959,3196287,2830746,7829536,2689906,8704641,0,3597939,3105794,3527298,5837543.222,3815087.285,3.098362916
Neg,9398,yellow,12.558,889.58356,PI 38:2|PI 18:0_20:2,PI 18:0_20:2,[M-H]-,null,0.88,TRUE,8.665,889.58118,C47H87O13P,PI,RZFIPFIGUWXYNB-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCCCC=CCC=CCCCCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O)CCCCCCCCCCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,9398,0,0,0.99,0.43,0.67,0.76,9,2,2.34,97.96,QC_MSMS_neg_top80_1,889.58386:1103479 890.58853:623072 891.59320:161918,76.71749:5931 78.95889:7657 84.27218:5222 91.66755:5271 92.25609:6114 94.50471:5500 98.14771:5397 105.99602:5505 137.40643:5490 137.42647:6318 141.34637:6506 152.99664:19807 203.16077:5860 223.00107:11629 241.01248:67226 259.02350:9653 268.51431:5973 283.26419:66801 307.26514:61516 322.95197:6141 337.92593:7955 362.85727:6300 414.64188:7612 419.25766:25428 485.91998:7226 581.31213:19158 706.62195:7500 822.61292:6501 889.58459:86869,6840851,6883118,7216979,7409445,273221,4342915,5243337,673258,4893159,4137500,4687002,409767,0,4437392,370202,278247,3793580,256182,369347,5173069,362156,6754486,0,2741543,300536,330670,3006844.834,2763318.841,2.675416312
Neg,9885,yellow,8.628,907.53711,PI 40:7|PI 18:1_22:6,PI 18:1_22:6,[M-H]-,null,0.92,TRUE,8.156,907.53418,C49H81O13P,PI,QHPDGSFYNQHVMI-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O)CCCCCCCC=CCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,9885,0,0,0.98,0.09,0.35,0.12,9,2,1.92,32.37,QC_MSMS_neg_top80_1,907.53778:380828 908.54245:216102 909.54712:144012,79.58092:5628 101.08957:6051 102.95702:7464 120.34007:7012 143.87479:5670 149.70329:5808 164.84819:5865 177.79294:6803 193.84276:5652 238.01805:5535 241.01262:11444 281.24887:23948 327.23312:7526 632.49817:7459 856.94141:7429,2369631,2468201,2393757,2525723,1422386,233608,248676,1425646,313150,242497,239087,1127718,0,325600,1484861,1219392,258065,1068596,1227906,350381,1241570,313184,0,124349,1259229,1733362,985252.8952,827467.3351,3.228528539
Neg,9955,yellow,9.879,909.55347,PI 40:6|PI 18:0_22:6,PI 18:0_22:6,[M-H]-,null,0.92,TRUE,8.47,909.54993,C49H83O13P,PI,DJVOKHFQPGWUPK-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC)COP(=O)(O)OC1C(O)C(O)C(O)C(O)C1O)CCCCCCCCCCCCCCCCC,410,FALSE,TRUE,TRUE,Normalized unit: Intensity; Annotation method: Msp20250218112233_NCDK_conventional_converted_dev_1,FALSE,FALSE,9955,0,0,1,0.25,0.49,0.73,9,2,2.25,29.72,QC_MSMS_neg_top80_1,909.55170:323374 910.55636:173666 911.56103:0,75.95885:5281 83.97947:5160 94.95985:5714 97.86246:5512 102.95697:11389 121.10458:6105 126.71944:6298 166.20654:5554 185.55905:5581 225.01939:6061 241.01227:16441 281.24786:20861 281.33673:6257 283.24496:9109 283.26367:12805 327.23297:9859 419.25757:10149 440.90225:6688 535.21155:7636 732.47803:7686 909.54944:24782,1279498,1283398,1185596,1394197,506070,379812,277112,323556,359621,370681,352820,354318,0,460736,642237,388334,419129,388421,468385,432051,353638,477029,0,234613,369089,749098,517286.1638,368142.141,3.892034822
